Resume_ID,Job_ID,Job_Title,Company,Similarity,Rank
93002334,3891076706,HR Coordinator,Vaco,0.4492,2
93002334,3901690869,HR Generalist,World Kinect,0.4409,3
24184357,3901392513,Human Resources Generalist,Dollar General,0.4881,1
24184357,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.4842,2
24184357,3902875974,Director of Human Resources,Sacramento LGBT Community Center,0.48,3
73077810,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4641,1
73077810,3904086620,Human Resources Generalist,TriSource,0.4377,2
73077810,3906226836,Human Resources Generalist,Linamar Corporation,0.4266,3
13879043,3904086620,Human Resources Generalist,TriSource,0.5602,1
13879043,3905242006,Human Resources Manager,Stardom Employment Consultants,0.54,2
13879043,3894284830,Human Resources Generalist,Robert Half,0.5271,3
30163002,3905609717,Receptionist (42167),SPS,0.3506,1
30163002,3894940776,Lobby Receptionist (42027),SPS,0.3506,2
30163002,3894943510,Receptionist (42034),SPS,0.3506,3
18827609,3904073189,On Campus Internship - Quinnipiac University,CDW,0.3713,1
18827609,3901953465,Recruitment Coordinator,University of Michigan,0.3659,2
18827609,3898174059,Talent Acquisition Manager,Hercules Industries,0.3636,3
25676643,3903476450,HR Employee Specialist Lead (SERS),Nisga'a CIOPS,0.441,1
25676643,3904991969,Fixed-Term Appointment: UN Women Human Resources Business Partner,UN Women,0.4334,2
25676643,3904086620,Human Resources Generalist,TriSource,0.4272,3
12786012,3906247368,Human Resources Director,ICMA - International City/County Management Association,0.5487,1
12786012,3905242006,Human Resources Manager,Stardom Employment Consultants,0.5462,2
12786012,3901392513,Human Resources Generalist,Dollar General,0.5263,3
87968870,3905242006,Human Resources Manager,Stardom Employment Consultants,0.5583,1
87968870,3901630033,Human Resources Generalist,Marmon Construction Fastener Group,0.5432,2
87968870,3906251112,"Director, Human Resources",Agrace,0.516,3
46258701,3891076706,HR Coordinator,Vaco,0.4099,1
46258701,3905340000,People Coordinator,Eva's Village,0.4078,2
46258701,3905873700,Human Resources Generalist,IBSS,0.3825,3
14225422,3901389277,Human Resources Manager,Crescent Solutions,0.4958,1
14225422,3904412615,Payroll Specialist,Planet Professional,0.4946,2
14225422,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.4894,3
29297973,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4517,1
29297973,3906247368,Human Resources Director,ICMA - International City/County Management Association,0.4449,2
29297973,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.4311,3
18334783,3891071779,Data Center Construction Project Manager,Worldwide Mission Critical,0.3154,1
18334783,3895219874,Director of Wind Development,Consult Energy USA,0.3138,2
18334783,3888423701,Site Manager,Scatec ASA,0.3125,3
19717385,3905370569,Personnel Director - Personnel Department - I2331 (Unclassified),The City of San Diego,0.2244,1
19717385,3905651516,Research Assistant I (87564BR),Yale University,0.2204,2
19717385,3903830471,Investment Operations Client Support Specialist,Cain Watters & Associates,0.2128,3
49937469,3904086620,Human Resources Generalist,TriSource,0.4569,1
49937469,3901690869,HR Generalist,World Kinect,0.4489,2
49937469,3905295445,Human Resources Generalist,Climate Systems LLC,0.4232,3
18316239,3904086620,Human Resources Generalist,TriSource,0.6014,1
18316239,3905295445,Human Resources Generalist,Climate Systems LLC,0.5618,2
18316239,3905873700,Human Resources Generalist,IBSS,0.5571,3
17855844,3902752787,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital",Mass General Brigham,0.4879,1
17855844,3904417382,Regional HR Business Partner,At Home Group Inc.,0.4829,2
17855844,3906251112,"Director, Human Resources",Agrace,0.4781,3
57667857,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.5229,1
57667857,3901392513,Human Resources Generalist,Dollar General,0.5077,2
57667857,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.507,3
17422560,3884432488,Payroll and Benefits Specialist,"Badlands Contracting, LLC",0.3476,1
17422560,3902881293,Human Resources Manager,American Direct Marketing Resources,0.3456,2
17422560,3885114146,Payroll and Human Resources Administrator,Salient Operations Group,0.3407,3
32947778,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.5049,1
32947778,3905873700,Human Resources Generalist,IBSS,0.4919,2
32947778,3901392513,Human Resources Generalist,Dollar General,0.4903,3
23914451,3905242006,Human Resources Manager,Stardom Employment Consultants,0.424,1
23914451,3902808155,Sr. HRBP,The Opus Group,0.4226,2
23914451,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.4157,3
21265194,3902808155,Sr. HRBP,The Opus Group,0.4933,1
21265194,3901981049,Human Resources Business Partner III International,Monster Energy,0.4369,2
21265194,3904994110,Human Resources Business Partner,Constellium,0.4187,3
51769822,3884432488,Payroll and Benefits Specialist,"Badlands Contracting, LLC",0.4015,1
51769822,3905233995,Human Resources Payroll Manager,Schumacher Automotive Group,0.3724,2
51769822,3905667352,Human Resources Payroll Lead,Comerica Bank,0.3704,3
19616406,3901389277,Human Resources Manager,Crescent Solutions,0.4453,1
19616406,3894213083,Human Resources Operations Specialist,The Judge Group,0.4348,2
19616406,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.4298,3
41523474,3886892137,Human Resources Intern,Engaj Media,0.3461,1
41523474,3905833656,Human Resources Manager,American Directions Research Group,0.3225,2
41523474,3904701740,Human Resources Business Partner - People & Culture,IntegriChain,0.3225,3
59962788,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4459,1
59962788,3902834350,Strategic Global Human Resource Business Partner,"SIG SAUER, Inc.",0.4261,2
59962788,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.4258,3
86184722,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4777,1
86184722,3891076706,HR Coordinator,Vaco,0.4676,2
86184722,3904086620,Human Resources Generalist,TriSource,0.4624,3
28419173,3905235617,Executive Assistant,Teacher Retirement System of Texas,0.3311,1
28419173,3901351032,Executive Assistant to CMO,Zufall Health,0.3215,2
28419173,3904387252,Office Administrator I,Chenega Security SBU,0.3112,3
18155310,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.3743,1
18155310,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.3555,2
18155310,3906251112,"Director, Human Resources",Agrace,0.3546,3
26780935,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.3421,1
26780935,3901449760,Payroll Benefits Specialist,Spire Motorsports,0.3129,2
26780935,3903450884,Payroll and HRIS Specialist,Comstock Companies,0.3092,3
34554248,3902668440,Sr Human Resource Generalist,"M & M Industries, Inc.",0.459,1
34554248,3905295445,Human Resources Generalist,Climate Systems LLC,0.4419,2
34554248,3904086620,Human Resources Generalist,TriSource,0.431,3
26202430,3901937819,Payroll/Benefits/HCM Manager,Sherman Associates,0.5554,1
26202430,3904412615,Payroll Specialist,Planet Professional,0.5465,2
26202430,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.5405,3
19867922,3891076706,HR Coordinator,Vaco,0.5303,1
19867922,3905340000,People Coordinator,Eva's Village,0.497,2
19867922,3902785002,Human Resources Generalist,RATP Dev USA,0.4654,3
91930382,3887834752,Recruiter,Complete Staffing Solutions,0.3995,1
91930382,3901691797,Recruiter,Complete Staffing Solutions,0.398,2
91930382,3900940684,Corporate Recruiter (100% onsite),Retail Options,0.3855,3
30646367,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.5886,1
30646367,3884432488,Payroll and Benefits Specialist,"Badlands Contracting, LLC",0.5467,2
30646367,3904500101,Payroll Manager,Fenway Search,0.5389,3
39650734,3891256442,"Human Resources Generalist, Aviation & Maritime",,0.4244,1
39650734,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4233,2
39650734,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.4228,3
72231872,3885114146,Payroll and Human Resources Administrator,Salient Operations Group,0.5584,1
72231872,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.557,2
72231872,3902345217,Human Resources Generalist/Analyst,FlexShopper,0.5561,3
13520837,3889100627,Talent Acquisition Coordinator,DPR Construction,0.4507,1
13520837,3904382813,Senior Human Resources Generalist,Insero Talent Solutions,0.4274,2
13520837,3905801031,Human Resources Administrator,McGriff Tire & Service,0.4186,3
18422164,3891256442,"Human Resources Generalist, Aviation & Maritime",,0.4231,1
18422164,3901630033,Human Resources Generalist,Marmon Construction Fastener Group,0.4159,2
18422164,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.4099,3
30862904,3904086620,Human Resources Generalist,TriSource,0.5098,1
30862904,3901650285,Human Resources Manager,MSI Recruiting,0.4933,2
30862904,3894997360,Interim HR Manager,LaSalle Network,0.4877,3
52979663,3903844708,Manufacturing HR Lead,Owens Corning,0.3372,1
52979663,3900945008,Senior Human Resources Manager,Scientific Search,0.336,2
52979663,3904923211,Human Resources and General Affairs Manager,,0.335,3
28828844,3891256442,"Human Resources Generalist, Aviation & Maritime",,0.5189,1
28828844,3887857987,Senior Human Resources Generalist,Jericho Road Community Health Center,0.4891,2
28828844,3901630033,Human Resources Generalist,Marmon Construction Fastener Group,0.4856,3
21830565,3905873700,Human Resources Generalist,IBSS,0.6064,1
21830565,3904086620,Human Resources Generalist,TriSource,0.5995,2
21830565,3895848391,Senior Human Resources Business Partner,Potere Search (PS),0.5832,3
27523575,3894548912,"Associate Dean, Academic and Student Affairs",University of Kentucky,0.315,1
27523575,3902864748,Executive Dean of Academic Affairs - Cal Martime,Another Source,0.2881,2
27523575,3901986586,"Director, Student Affairs",Charles R. Drew University of Medicine and Science,0.288,3
39081840,3891076706,HR Coordinator,Vaco,0.5109,1
39081840,3905295445,Human Resources Generalist,Climate Systems LLC,0.5073,2
39081840,3904706337,Senior HR and Payroll Business Partner,Univest,0.5072,3
20925036,3904412615,Payroll Specialist,Planet Professional,0.4999,1
20925036,3904706337,Senior HR and Payroll Business Partner,Univest,0.4879,2
20925036,3902668440,Sr Human Resource Generalist,"M & M Industries, Inc.",0.48,3
15576950,3894213083,Human Resources Operations Specialist,The Judge Group,0.3852,1
15576950,3891076706,HR Coordinator,Vaco,0.3716,2
15576950,3902785002,Human Resources Generalist,RATP Dev USA,0.369,3
29564653,3903884114,HR Business Advisor,ADP,0.3884,1
29564653,3887582013,Digital Sales Representative- HRO Sales,ADP,0.3674,2
29564653,3903828695,Implementation Specialist I,ADP,0.3646,3
14886205,3905833656,Human Resources Manager,American Directions Research Group,0.347,1
14886205,3891076706,HR Coordinator,Vaco,0.3273,2
14886205,3905340000,People Coordinator,Eva's Village,0.3157,3
17412079,3904086620,Human Resources Generalist,TriSource,0.5619,1
17412079,3905242006,Human Resources Manager,Stardom Employment Consultants,0.5532,2
17412079,3902668440,Sr Human Resource Generalist,"M & M Industries, Inc.",0.544,3
16861758,3904372169,000220 - Medical Assistants - Back Office Medical Assistant,Panoramic Health,0.4295,1
16861758,3906256358,"Medical Assistant Neurology (Full Time, Day shift)",Nicklaus Children's Health System,0.4086,2
16861758,3888955269,Medical Assistant,True Health,0.4026,3
93112113,3905242006,Human Resources Manager,Stardom Employment Consultants,0.5625,1
93112113,3902750307,Human Resources Manager,Foundation Recruiting and Consulting,0.5524,2
93112113,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.5308,3
15041689,3904086620,Human Resources Generalist,TriSource,0.5206,1
15041689,3905242006,Human Resources Manager,Stardom Employment Consultants,0.5077,2
15041689,3891076706,HR Coordinator,Vaco,0.5054,3
80162314,3891076706,HR Coordinator,Vaco,0.5217,1
80162314,3904086620,Human Resources Generalist,TriSource,0.4857,2
80162314,3901690869,HR Generalist,World Kinect,0.4848,3
20993320,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4828,1
20993320,3894879371,Human Resources Business Partner,The JPI Group,0.4702,2
20993320,3901963538,Human Resources Generalist,PCRK Group (Massage Envy),0.4573,3
14640322,3904086620,Human Resources Generalist,TriSource,0.4303,1
14640322,3890896173,Human Resources Coordinator,Career Group Companies,0.4045,2
14640322,3904382813,Senior Human Resources Generalist,Insero Talent Solutions,0.4009,3
26289308,3901650285,Human Resources Manager,MSI Recruiting,0.5225,1
26289308,3902668440,Sr Human Resource Generalist,"M & M Industries, Inc.",0.4912,2
26289308,3904086620,Human Resources Generalist,TriSource,0.4886,3
23408537,3905857712,HR/Payroll Generalist ,Sparks Group,0.5313,1
23408537,3888823556,Payroll Administrator,Robert Half,0.5012,2
23408537,3904412615,Payroll Specialist,Planet Professional,0.4838,3
28808263,3891077273,Accounting Manager,Addison Group,0.446,1
28808263,3903444687,Accounts Payable and Payroll Specialist,The Placement Gurus,0.4405,2
28808263,3901947010,Controller,"CARMICHAEL'S CASHWAY PHARMACY, INC.",0.4372,3
18084150,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4969,1
18084150,3905295445,Human Resources Generalist,Climate Systems LLC,0.4694,2
18084150,3901389277,Human Resources Manager,Crescent Solutions,0.4609,3
26671167,3889173179,"Restaurant Team Member, Evening Shift - Unit 537",Whataburger,0.2474,1
26671167,3895599731,Kitchen Leader,A Hiring Company,0.2443,2
26671167,3895801438,Kitchen Leader,A Hiring Company,0.2443,3
44476983,3902752787,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital",Mass General Brigham,0.5154,1
44476983,3906251112,"Director, Human Resources",Agrace,0.5107,2
44476983,3898175494,Pharmaceutical HR Business Partner,Scientific Search,0.5029,3
16877897,3904086620,Human Resources Generalist,TriSource,0.4826,1
16877897,3891076706,HR Coordinator,Vaco,0.436,2
16877897,3901650285,Human Resources Manager,MSI Recruiting,0.4333,3
29091445,3891076706,HR Coordinator,Vaco,0.4041,1
29091445,3905340000,People Coordinator,Eva's Village,0.3789,2
29091445,3884932466,Human Resources Coordinator,"Tyndale Company, Inc.",0.3678,3
25724495,3904710183,Human Resources Generalist,Spot On Talent,0.3952,1
25724495,3904086620,Human Resources Generalist,TriSource,0.3857,2
25724495,3905242006,Human Resources Manager,Stardom Employment Consultants,0.3801,3
24508725,3901630033,Human Resources Generalist,Marmon Construction Fastener Group,0.5828,1
24508725,3904086620,Human Resources Generalist,TriSource,0.5779,2
24508725,3905242006,Human Resources Manager,Stardom Employment Consultants,0.566,3
11698189,3902345217,Human Resources Generalist/Analyst,FlexShopper,0.2789,1
11698189,3901449760,Payroll Benefits Specialist,Spire Motorsports,0.276,2
11698189,3884432488,Payroll and Benefits Specialist,"Badlands Contracting, LLC",0.2749,3
27165830,3902808155,Sr. HRBP,The Opus Group,0.4922,1
27165830,3906251112,"Director, Human Resources",Agrace,0.4805,2
27165830,3894299506,"Director, Labor Relations and HR Business Partner (Hybrid)",Elwyn,0.4616,3
47470864,3901351032,Executive Assistant to CMO,Zufall Health,0.3822,1
47470864,3905824247,Human Resources Generalist,SIGVARIS GROUP USA,0.3788,2
47470864,3902875974,Director of Human Resources,Sacramento LGBT Community Center,0.372,3
34740556,3905873700,Human Resources Generalist,IBSS,0.6069,1
34740556,3904086620,Human Resources Generalist,TriSource,0.604,2
34740556,3901650285,Human Resources Manager,MSI Recruiting,0.586,3
18557164,3904417382,Regional HR Business Partner,At Home Group Inc.,0.3526,1
18557164,3900076014,Senior Vice President Human Resources,Meduit | Driving Revenue Cycle Performance,0.3469,2
18557164,3905297820,"Director, Human Resources","Tarsus Pharmaceuticals, Inc.",0.3426,3
19179079,3898174059,Talent Acquisition Manager,Hercules Industries,0.5318,1
19179079,3900940684,Corporate Recruiter (100% onsite),Retail Options,0.5132,2
19179079,3898171814,Corporate Recruiter (100% onsite),Retail Options,0.5132,3
13376919,3904086620,Human Resources Generalist,TriSource,0.4959,1
13376919,3901690869,HR Generalist,World Kinect,0.4878,2
13376919,3894997360,Interim HR Manager,LaSalle Network,0.4615,3
26048718,3906247368,Human Resources Director,ICMA - International City/County Management Association,0.4868,1
26048718,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,0.4692,2
26048718,3906251112,"Director, Human Resources",Agrace,0.4673,3
17150707,3901932974,Human Resources Generalist,Markem-Imaje,0.5432,1
17150707,3891076706,HR Coordinator,Vaco,0.536,2
17150707,3906253918,Senior HRIS Analyst,HORNE,0.5326,3
18297650,3900940684,Corporate Recruiter (100% onsite),Retail Options,0.4898,1
18297650,3898171814,Corporate Recruiter (100% onsite),Retail Options,0.4898,2
18297650,3901992965,Senior Technical Recruiter,Redpoint Talent,0.4897,3
23510685,3891011926,Human Resources Generalist,"Ursus, Inc. ",0.5602,1
23510685,3886896748,Human Resources Business Partner,Allied Stone Inc,0.5501,2
23510685,3905882432,Human Resources Director,Insero Talent Solutions,0.5314,3
39970711,3905873700,Human Resources Generalist,IBSS,0.4613,1
39970711,3903453711,Human Resources Manager,Nederman,0.456,2
39970711,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4511,3
20806155,3905340000,People Coordinator,Eva's Village,0.4129,1
20806155,3905873700,Human Resources Generalist,IBSS,0.4122,2
20806155,3904991969,Fixed-Term Appointment: UN Women Human Resources Business Partner,UN Women,0.4089,3
28640735,3902875974,Director of Human Resources,Sacramento LGBT Community Center,0.4432,1
28640735,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4361,2
28640735,3906251112,"Director, Human Resources",Agrace,0.4282,3
15575117,3906230559,"Executive Assistant to Director, Administrative Services","Vizient, Inc",0.3722,1
15575117,3906259047,"Admin Assistant 2 Deseret Industries, Boise Idaho",The Church of Jesus Christ of Latter-day Saints,0.3643,2
15575117,3906258139,"Admin Assistant 2, Part-time, Ammon ID, Deseret Industries",The Church of Jesus Christ of Latter-day Saints,0.3643,3
27496514,3904418770,Private Client Advisor,Marsh McLennan Agency,0.314,1
27496514,3903872725,"Client Service, AVP",State Street,0.313,2
27496514,3894887828,Customer Service Specialist,Consumer Legal Group,0.3113,3
14256329,3901389277,Human Resources Manager,Crescent Solutions,0.3757,1
14256329,3903813021,Teller,America First Credit Union,0.3549,2
14256329,3894400134,Teller,America First Credit Union,0.3549,3
19336728,3904994062,Deputy City Manager - Chief Financial Officer,City of Tempe,0.281,1
19336728,3816831972,Deputy City Manager - Chief Financial Officer,City of Tempe,0.2737,2
19336728,3891076706,HR Coordinator,Vaco,0.2561,3
10694288,3887857987,Senior Human Resources Generalist,Jericho Road Community Health Center,0.5487,1
10694288,3895801271,Human Resources Generalist,A Hiring Company,0.5113,2
10694288,3901375479,Benefits Coordinator,Elmhurst District 205 Public Schools,0.4398,3
28175164,3886896748,Human Resources Business Partner,Allied Stone Inc,0.5787,1
28175164,3902752787,"Executive Director of Human Resources, Spaulding Rehabilitation Hospital",Mass General Brigham,0.5538,2
28175164,3905882432,Human Resources Director,Insero Talent Solutions,0.5515,3
10399912,3904921852,Office Assistant,Travis County,0.3954,1
10399912,3902359200,Data Entry Clerk,nTech Workforce,0.37,2
10399912,3888030721,Data Entry Clerk,,0.3663,3
20417897,3903840855,Assistant Project Manager - Construction,The NRP Group LLC,0.423,1
20417897,3903840856,Assistant Project Manager - Construction,The NRP Group LLC,0.423,2
20417897,3906221773,Senior / Staff T&D Construction Manager,Portland General Electric,0.3905,3
18731098,3905201016,Human Resources Director,The Keller Group,0.4452,1
18731098,3889755785,Payroll and Benefits Coordinator,Southeast Building Supply Interests,0.4356,2
18731098,3885114146,Payroll and Human Resources Administrator,Salient Operations Group,0.4189,3
30563572,3889759433,Human Resources Business Partner,TADERA,0.561,1
30563572,3905288339,Vice President of Human Resources (R1881),Sompo,0.5477,2
30563572,3902808155,Sr. HRBP,The Opus Group,0.5394,3
24402267,3905242006,Human Resources Manager,Stardom Employment Consultants,0.4207,1
24402267,3891076706,HR Coordinator,Vaco,0.4187,2
24402267,3904086620,Human Resources Generalist,TriSource,0.412,3
32308556,3901933964,Director of Finance / Controller ,Expert Executive Recruiters (EER Global),0.34,1
32308556,3906247368,Human Resources Director,ICMA - International City/County Management Association,0.3375,2
32308556,3903453711,Human Resources Manager,Nederman,0.3341,3
27847081,3891076706,HR Coordinator,Vaco,0.3998,1
27847081,3905873700,Human Resources Generalist,IBSS,0.3746,2
27847081,3884819153,HR Business Partner,Veolia North America,0.3704,3
25150191,3904587377,HR & Payroll Full-time Paid Internship with Top Omaha Company,Hemphill - Search • Consulting • Staffing,0.3866,1
25150191,3904412615,Payroll Specialist,Planet Professional,0.3711,2
25150191,3891076706,HR Coordinator,Vaco,0.345,3
37058472,3855897428,Sr. Designer Healthcar & AP,Be. Workplace Design,0.3975,1
37058472,3902843618,Senior Lead E&IC Designer,Core Group Resources,0.3955,2
37058472,3906224910,Sr. Project Engineer,Xylem,0.3941,3
68240723,3898160270,Fashion Designer NYC15AP24,OotdOotn,0.4406,1
68240723,3889232422,Associate Designer,Yellow The Label,0.394,2
68240723,3904989181,Sweater Designer,24 Seven Talent,0.3875,3
76010167,3894889070,Art Teacher,Waldron Mercy Academy,0.3294,1
76010167,3891073270,Business Representative,,0.3172,2
76010167,3885113221,Art Consultant,Relévant Galleries | AD Galleries,0.3159,3
19164410,3906094438,"Associate Designer, Men's Apparel (located in Kenosha, WI or New York, NY)","Jockey International, Inc.",0.5087,1
19164410,3906247453,Assistant /Associate Technical Designer,24 Seven Talent,0.4812,2
19164410,3905393372,Assistant Associate Technical Designer,24 Seven Talent,0.4812,3
29147100,3885115035,Senior Graphic Designer,Ettika,0.6141,1
29147100,3894278962,Junior Graphic Designer,,0.596,2
29147100,3884859201,Graphic Designer,,0.5888,3
25061645,3888032358,Graphic Design Intern,Sitka Creations,0.5844,1
25061645,3894278962,Junior Graphic Designer,,0.5748,2
25061645,3904941771,Graphic Designer,Hunter International Recruiting,0.5591,3
11919526,3901996529,P-TECH at IBM Bridge Program Externship,IBM,0.6625,1
11919526,3901993707,Industry Sales Rep - Oil and Gas,IBM,0.6597,2
11919526,3901998525,"Manager, Technical Content",IBM,0.6517,3
81011612,3904419082,"Scientist, Synthetic Chemistry/Medicinal Chemistry",Medicilon Inc.,0.3933,1
81011612,3903472500,Chemistry Fall Co-op,The Chemours Company,0.3885,2
81011612,3886826360,Ph.D. Consultant in Chemistry,Hunting Able 化工猎头,0.3649,3
11722421,3906094438,"Associate Designer, Men's Apparel (located in Kenosha, WI or New York, NY)","Jockey International, Inc.",0.5482,1
11722421,3904989181,Sweater Designer,24 Seven Talent,0.5163,2
11722421,3901938616,"Designer, Women's Wovens and Knits",24 Seven Talent,0.5148,3
13774329,3903887593,Soil Scientist,Olsson,0.3679,1
13774329,3903889347,Soil Scientist,Olsson,0.3679,2
13774329,3903883880,Soil Scientist,Olsson,0.3679,3
35990852,3901936806,Dotnet Developer,Genoa Employment Solutions,0.4679,1
35990852,3890895337,Dotnet Developer,Vedasoft Inc,0.4578,2
35990852,3889248728,Programmer/Software Developer - (REMOTE/HYBRID/IN-OFFICE FLEXIBLE),National Field Representatives,0.4526,3
36269672,3900066960,"Shop Manager, Bloomingdale's Chevy Chase",Max Mara Fashion Group,0.373,1
36269672,3899537136,Assistant Store Manager,Perry Ellis International,0.3465,2
36269672,3899532611,Assistant Store Manager,Perry Ellis International,0.3463,3
90066849,3895503754,Credentialed Trainer,MyMichigan Health,0.3964,1
90066849,3899534841,Epic Ambulatory Analyst,Smith Arnold Partners,0.3938,2
90066849,3886838362,Project Delivery Senior Analyst - Epic Credentialed Trainer - PDM,Deloitte,0.38,3
27529455,3890895294,Instructional Designer - Part Time,Sofia University,0.5031,1
27529455,3901680500,"Sr. Analyst, Instructional Designer",ArchWell Health,0.4608,2
27529455,3894281839,Instructional Designer [74447],Onward Search,0.4429,3
85101052,3903434128,Java Full Stack Developer with React JS,Infosys,0.3941,1
85101052,3902355145,java fullstack developer,"Zodiac Solutions, Inc",0.3917,2
85101052,3898168823,"Full Stack Java Developer @ Fort Worth, TX - 9 Months with EXT - Hybrid Role ONLY ON W2 WITH IN-PERSON INTERVIEW",CBase Inc,0.3867,3
22567495,3890895294,Instructional Designer - Part Time,Sofia University,0.5713,1
22567495,3905870130,Course Development and Instructional Design Coordinator,Edgewood College,0.5484,2
22567495,3888408574,"Thrive Scholar Summer Academy Web Lead Instructor [Full Time, Summer Contract]",CodePath,0.4269,3
10751444,3902802199,Mechanical Engineer,ZimZee Recruiting,0.3873,1
10751444,3901350390,Mechanical Design Engineer,"Millwood, Inc. Packaging Supplies & Equipment",0.3814,2
